Car ID,Brand,Model,Year,Color,Mileage,Price,Location,Mileage_
848,Hyundai,Genesis,2017,Black,55000,12000,San Francisco,Middle
849,Toyota,Avalon,2020,Silver,50000,15000,Dallas,Middle
850,Honda,Civic,2018,Gray,40000,17000,Atlanta,Middle
851,Ford,Fusion,2019,White,60000,14000,Phoenix,High
852,Chevrolet,Impala,2016,Blue,55000,12000,Houston,Middle
853,Hyundai,Sonata,2019,Red,45000,18000,Seattle,Middle
854,Toyota,Corolla,2019,Silver,35000,16000,Los Angeles,Low
855,Honda,CR-V,2017,White,55000,14000,New York,Middle
856,Ford,Escape,2020,Blue,60000,12000,Chicago,High
857,Chevrolet,Equinox,2017,Black,40000,15000,Miami,Middle
858,Hyundai,Tucson,2016,Red,25000,19000,San Francisco,Low
859,Toyota,Rav15,2017,Gray,30000,18000,Dallas,Low
860,Honda,Pilot,2019,White,65000,22000,Atlanta,High
861,Ford,Explorer,2016,Blue,55000,16000,Phoenix,Middle
862,Chevrolet,Traverse,2017,Black,50000,14000,Houston,Middle
863,Hyundai,Santa Fe,2018,Red,55000,19000,Seattle,Middle
864,Toyota,4Runner,2018,Silver,30000,23000,Los Angeles,Low
865,Honda,Odyssey,2016,White,40000,21000,New York,Middle
866,Ford,Edge,2019,Blue,45000,18000,Chicago,Middle
867,Chevrolet,Tahoe,2016,Black,35000,20000,Miami,Low
868,Hyundai,Palisade,2016,Silver,60000,25000,San Francisco,High
869,Toyota,Sienna,2015,Red,55000,24000,Dallas,Middle
870,Honda,Fit,2020,Gray,50000,23000,Atlanta,Middle
871,Ford,Fusion,2015,White,35000,28000,Phoenix,Low
872,Chevrolet,Malibu,2015,Blue,40000,25000,Houston,Middle
873,Hyundai,Venue,2019,Silver,70000,27000,Seattle,High
874,Toyota,Yaris,2015,Black,55000,22000,Los Angeles,Middle
875,Toyota,Camry,2017,White,50000,21000,Los Angeles,Middle
876,Honda,Civic,2018,Blue,45000,26000,New York,Middle
877,Toyota,Camry,2018,White,30000,29000,Los Angeles,Low
878,Honda,Civic,2015,Blue,35000,27000,New York,Low
879,Ford,Focus,2017,Silver,55000,12000,Chicago,Middle
880,Chevrolet,Cruze,2018,Red,50000,15000,Miami,Middle
881,Hyundai,Elantra,2020,Black,40000,17000,San Francisco,Middle
882,Toyota,Corolla,2019,Gray,60000,14000,Dallas,High
883,Honda,Accord,2019,White,55000,12000,Atlanta,Middle
884,Ford,Mustang,2015,Yellow,50000,15000,Phoenix,Middle
885,Chevrolet,Impala,2020,Black,40000,17000,Houston,Middle
886,Hyundai,Sonata,2017,Blue,35000,14000,Seattle,Low
887,Toyota,Rav16,2020,Gray,70000,12000,Los Angeles,High
888,Honda,CR-V,2016,Red,55000,15000,New York,Middle
889,Ford,Escape,2019,White,50000,17000,Chicago,Middle
890,Chevrolet,Equinox,2020,Black,40000,14000,Miami,Middle
891,Hyundai,Kona,2015,Blue,45000,16000,San Francisco,Middle
892,Toyota,Highlander,2015,Silver,35000,18000,Dallas,Low
893,Honda,Pilot,2017,Gray,60000,19000,Atlanta,High
894,Ford,Explorer,2020,White,50000,18000,Phoenix,Middle
895,Chevrolet,Traverse,2018,Black,40000,22000,Houston,Middle
896,Hyundai,Santa Fe,2017,Red,35000,25000,Seattle,Low
897,Toyota,4Runner,2020,Silver,70000,18000,Los Angeles,High
898,Honda,Odyssey,2017,White,55000,19000,New York,Middle
899,Ford,Edge,2019,Blue,50000,17000,Chicago,Middle
900,Chevrolet,Tahoe,2015,Black,45000,16000,Miami,Middle
901,Hyundai,Palisade,2016,Silver,40000,18000,San Francisco,Middle
902,Toyota,Sienna,2020,Red,35000,20000,Dallas,Low
903,Honda,Fit,2015,Gray,55000,19000,Atlanta,Middle
904,Ford,Fusion,2017,White,50000,23000,Phoenix,Middle
905,Chevrolet,Malibu,2019,Blue,40000,21000,Houston,Middle
906,Hyundai,Venue,2020,Silver,35000,24000,Seattle,Low
907,Toyota,Yaris,2016,Black,70000,20000,Los Angeles,High
908,Honda,HR-V,2019,White,55000,22000,New York,Middle
909,Ford,EcoSport,2020,Red,50000,24000,Chicago,Middle
910,Chevrolet,Spark,2019,Blue,45000,23000,Miami,Middle
911,Hyundai,Accent,2019,Silver,40000,27000,San Francisco,Middle
912,Toyota,Prius,2018,Gray,35000,25000,Dallas,Low
913,Honda,Civic,2019,White,70000,28000,Atlanta,High
914,Ford,Fiesta,2016,Blue,55000,22000,Phoenix,Middle
915,Chevrolet,Cruze,2017,Black,50000,21000,Houston,Middle
916,Hyundai,Elantra,2019,Red,45000,26000,Seattle,Middle
917,Toyota,Camry,2019,Silver,30000,29000,Los Angeles,Low
918,Honda,Accord,2020,White,35000,27000,New York,Low
919,Ford,Mustang,2015,Blue,55000,12000,Chicago,Middle
920,Chevrolet,Camaro,2017,Red,50000,15000,Miami,Middle
921,Hyundai,Genesis,2020,Black,40000,17000,San Francisco,Middle
922,Toyota,Avalon,2019,Silver,60000,14000,Dallas,High
923,Honda,Civic,2018,Gray,55000,12000,Atlanta,Middle
924,Ford,Fusion,2015,White,45000,18000,Phoenix,Middle
925,Chevrolet,Impala,2016,Blue,35000,16000,Houston,Low
926,Hyundai,Sonata,2019,Red,55000,14000,Seattle,Middle
927,Toyota,Corolla,2019,Silver,60000,12000,Los Angeles,High
928,Honda,CR-V,2020,White,40000,15000,New York,Middle
929,Ford,Escape,2018,Blue,25000,19000,Chicago,Low
930,Chevrolet,Equinox,2015,Black,30000,18000,Miami,Low
931,Hyundai,Tucson,2019,Red,65000,22000,San Francisco,High
932,Toyota,Rav16,2020,Gray,55000,16000,Dallas,Middle
933,Honda,Pilot,2020,White,50000,14000,Atlanta,Middle
934,Ford,Explorer,2020,Blue,55000,19000,Phoenix,Middle
935,Chevrolet,Traverse,2019,Black,30000,23000,Houston,Low
936,Hyundai,Santa Fe,2020,Red,40000,21000,Seattle,Middle
937,Toyota,4Runner,2017,Silver,45000,18000,Los Angeles,Middle
938,Honda,Odyssey,2018,White,35000,20000,New York,Low
939,Ford,Edge,2018,Blue,60000,25000,Chicago,High
940,Chevrolet,Tahoe,2020,Black,55000,24000,Miami,Middle
941,Hyundai,Palisade,2018,Silver,50000,23000,San Francisco,Middle
942,Toyota,Sienna,2020,Red,35000,28000,Dallas,Low
943,Honda,Fit,2019,Gray,40000,25000,Atlanta,Middle
944,Ford,Fusion,2020,White,70000,27000,Phoenix,High
945,Chevrolet,Malibu,2015,Blue,55000,22000,Houston,Middle
946,Hyundai,Venue,2018,Silver,50000,21000,Seattle,Middle
947,Toyota,Yaris,2015,Black,45000,26000,Los Angeles,Middle
948,Toyota,Camry,2017,White,30000,29000,Los Angeles,Low
949,Honda,Civic,2018,Blue,35000,27000,New York,Low
950,Toyota,Camry,2019,White,55000,12000,Los Angeles,Middle
951,Honda,Civic,2016,Blue,50000,15000,New York,Middle
952,Ford,Focus,2015,Silver,40000,17000,Chicago,Middle
953,Chevrolet,Cruze,2019,Red,60000,14000,Miami,High
954,Hyundai,Elantra,2015,Black,55000,12000,San Francisco,Middle
955,Toyota,Corolla,2019,Gray,50000,15000,Dallas,Middle
956,Honda,Accord,2015,White,40000,17000,Atlanta,Middle
957,Ford,Mustang,2020,Yellow,35000,14000,Phoenix,Low
958,Chevrolet,Impala,2017,Black,70000,12000,Houston,High
959,Hyundai,Sonata,2020,Blue,55000,15000,Seattle,Middle
960,Toyota,Rav17,2015,Gray,50000,17000,Los Angeles,Middle
961,Honda,CR-V,2015,Red,40000,14000,New York,Middle
962,Ford,Escape,2019,White,45000,16000,Chicago,Middle
963,Chevrolet,Equinox,2017,Black,35000,18000,Miami,Low
964,Hyundai,Kona,2018,Blue,60000,19000,San Francisco,High
965,Toyota,Highlander,2017,Silver,50000,18000,Dallas,Middle
966,Honda,Pilot,2019,Gray,40000,22000,Atlanta,Middle
967,Ford,Explorer,2019,White,35000,25000,Phoenix,Low
968,Chevrolet,Traverse,2018,Black,70000,18000,Houston,High
969,Hyundai,Santa Fe,2018,Red,55000,19000,Seattle,Middle
970,Toyota,4Runner,2020,Silver,50000,17000,Los Angeles,Middle
971,Honda,Odyssey,2017,White,45000,16000,New York,Middle
972,Ford,Edge,2017,Blue,40000,18000,Chicago,Middle
973,Chevrolet,Tahoe,2016,Black,35000,20000,Miami,Low
974,Hyundai,Palisade,2017,Silver,55000,19000,San Francisco,Middle
975,Toyota,Sienna,2017,Red,50000,23000,Dallas,Middle
976,Honda,Fit,2019,Gray,40000,21000,Atlanta,Middle
977,Ford,Fusion,2019,White,35000,24000,Phoenix,Low
978,Chevrolet,Malibu,2018,Blue,70000,20000,Houston,High
979,Hyundai,Venue,2015,Silver,55000,22000,Seattle,Middle
980,Toyota,Yaris,2019,Black,50000,24000,Los Angeles,Middle
981,Honda,HR-V,2017,White,45000,23000,New York,Middle
982,Ford,EcoSport,2015,Red,40000,27000,Chicago,Middle
983,Chevrolet,Spark,2018,Blue,35000,25000,Miami,Low
984,Hyundai,Accent,2020,Silver,70000,28000,San Francisco,High
985,Toyota,Prius,2019,Gray,55000,22000,Dallas,Middle
986,Honda,Civic,2016,White,50000,21000,Atlanta,Middle
987,Ford,Fiesta,2017,Blue,45000,26000,Phoenix,Middle
988,Chevrolet,Cruze,2018,Black,30000,29000,Houston,Low
989,Hyundai,Elantra,2019,Red,35000,27000,Seattle,Low
990,Toyota,Camry,2017,Silver,55000,12000,Los Angeles,Middle
991,Honda,Accord,2019,White,50000,15000,New York,Middle
992,Ford,Mustang,2016,Blue,40000,17000,Chicago,Middle
993,Chevrolet,Camaro,2019,Red,60000,14000,Miami,High
994,Hyundai,Genesis,2019,Black,55000,12000,San Francisco,Middle
995,Toyota,Avalon,2016,Silver,45000,18000,Dallas,Middle
996,Honda,Civic,2020,Gray,35000,16000,Atlanta,Low
997,Ford,Fusion,2018,White,55000,14000,Phoenix,Middle
998,Chevrolet,Impala,2016,Blue,60000,12000,Houston,High
999,Hyundai,Sonata,2020,Red,40000,15000,Seattle,Middle
1000,Toyota,Corolla,2017,Silver,25000,19000,Los Angeles,Low
1001,Honda,CR-V,2020,White,30000,18000,New York,Low
1002,Ford,Escape,2016,Blue,65000,22000,Chicago,High
1003,Chevrolet,Equinox,2018,Black,55000,16000,Miami,Middle
1004,Hyundai,Tucson,2020,Red,50000,14000,San Francisco,Middle
1005,Toyota,Rav17,2016,Gray,55000,19000,Dallas,Middle
1006,Honda,Pilot,2015,White,30000,23000,Atlanta,Low
1007,Ford,Explorer,2017,Blue,40000,21000,Phoenix,Middle
1008,Chevrolet,Traverse,2018,Black,45000,18000,Houston,Middle
1009,Hyundai,Santa Fe,2017,Red,35000,20000,Seattle,Low
1010,Toyota,4Runner,2015,Silver,60000,25000,Los Angeles,High
1011,Honda,Odyssey,2016,White,55000,24000,New York,Middle
1012,Ford,Edge,2020,Blue,50000,23000,Chicago,Middle
1013,Chevrolet,Tahoe,2020,Black,35000,28000,Miami,Low
1014,Hyundai,Palisade,2017,Silver,40000,25000,San Francisco,Middle
1015,Toyota,Sienna,2016,Red,70000,27000,Dallas,High
1016,Honda,Fit,2018,Gray,55000,22000,Atlanta,Middle
1017,Ford,Fusion,2016,White,50000,21000,Phoenix,Middle
1018,Chevrolet,Malibu,2019,Blue,45000,26000,Houston,Middle
1019,Hyundai,Venue,2017,Silver,30000,29000,Seattle,Low
1020,Toyota,Yaris,2017,Black,35000,27000,Los Angeles,Low
1021,Toyota,Camry,2019,White,55000,12000,Los Angeles,Middle
1022,Honda,Civic,2020,Blue,50000,15000,New York,Middle
1023,Toyota,Camry,2016,White,40000,17000,Los Angeles,Middle
1024,Honda,Civic,2017,Blue,60000,14000,New York,High
1025,Ford,Focus,2018,Silver,55000,12000,Chicago,Middle
1026,Chevrolet,Cruze,2016,Red,50000,15000,Miami,Middle
1027,Hyundai,Elantra,2015,Black,40000,17000,San Francisco,Middle
1028,Toyota,Corolla,2015,Gray,35000,14000,Dallas,Low
1029,Honda,Accord,2017,White,70000,12000,Atlanta,High
1030,Ford,Mustang,2018,Yellow,55000,15000,Phoenix,Middle
1031,Chevrolet,Impala,2017,Black,50000,17000,Houston,Middle
1032,Hyundai,Sonata,2016,Blue,40000,14000,Seattle,Middle
1033,Toyota,Rav18,2015,Gray,45000,16000,Los Angeles,Middle
1034,Honda,CR-V,2015,Red,35000,18000,New York,Low
1035,Ford,Escape,2019,White,60000,19000,Chicago,High
1036,Chevrolet,Equinox,2018,Black,50000,18000,Miami,Middle
1037,Hyundai,Kona,2015,Blue,40000,22000,San Francisco,Middle
1038,Toyota,Highlander,2020,Silver,35000,25000,Dallas,Low
1039,Honda,Pilot,2016,Gray,70000,18000,Atlanta,High
1040,Ford,Explorer,2017,White,55000,19000,Phoenix,Middle
1041,Chevrolet,Traverse,2018,Black,50000,17000,Houston,Middle
1042,Hyundai,Santa Fe,2019,Red,45000,16000,Seattle,Middle
1043,Toyota,4Runner,2020,Silver,40000,18000,Los Angeles,Middle
1044,Honda,Odyssey,2015,White,35000,20000,New York,Low
1045,Ford,Edge,2015,Blue,55000,19000,Chicago,Middle
1046,Chevrolet,Tahoe,2015,Black,50000,23000,Miami,Middle
1047,Hyundai,Palisade,2016,Silver,40000,21000,San Francisco,Middle
1048,Toyota,Sienna,2015,Red,35000,24000,Dallas,Low
1049,Honda,Fit,2016,Gray,70000,20000,Atlanta,High
1050,Ford,Fusion,2016,White,55000,22000,Phoenix,Middle
1051,Chevrolet,Malibu,2017,Blue,50000,24000,Houston,Middle
1052,Hyundai,Venue,2019,Silver,45000,23000,Seattle,Middle
1053,Toyota,Yaris,2019,Black,40000,27000,Los Angeles,Middle
1054,Honda,HR-V,2019,White,35000,25000,New York,Low
1055,Ford,EcoSport,2016,Red,70000,28000,Chicago,High
1056,Chevrolet,Spark,2016,Blue,55000,22000,Miami,Middle
1057,Hyundai,Accent,2015,Silver,50000,21000,San Francisco,Middle
1058,Toyota,Prius,2018,Gray,45000,26000,Dallas,Middle
1059,Honda,Civic,2018,White,30000,29000,Atlanta,Low
1060,Ford,Fiesta,2015,Blue,35000,27000,Phoenix,Low
1061,Chevrolet,Cruze,2018,Black,55000,12000,Houston,Middle
1062,Hyundai,Elantra,2018,Red,50000,15000,Seattle,Middle
1063,Toyota,Camry,2015,Silver,40000,17000,Los Angeles,Middle
1064,Honda,Accord,2018,White,60000,14000,New York,High
1065,Ford,Mustang,2016,Blue,55000,12000,Chicago,Middle
1066,Chevrolet,Camaro,2015,Red,45000,18000,Miami,Middle
1067,Hyundai,Genesis,2019,Black,35000,16000,San Francisco,Low
1068,Toyota,Avalon,2020,Silver,55000,14000,Dallas,Middle
1069,Honda,Civic,2015,Gray,60000,12000,Atlanta,High
1070,Ford,Fusion,2017,White,40000,15000,Phoenix,Middle
1071,Chevrolet,Impala,2015,Blue,25000,19000,Houston,Low
1072,Hyundai,Sonata,2017,Red,30000,18000,Seattle,Low
1073,Toyota,Corolla,2015,Silver,65000,22000,Los Angeles,High
1074,Honda,CR-V,2019,White,55000,16000,New York,Middle
1075,Ford,Escape,2017,Blue,50000,14000,Chicago,Middle
1076,Chevrolet,Equinox,2019,Black,55000,19000,Miami,Middle
1077,Hyundai,Tucson,2019,Red,30000,23000,San Francisco,Low
1078,Toyota,Rav18,2015,Gray,40000,21000,Dallas,Middle
1079,Honda,Pilot,2020,White,45000,18000,Atlanta,Middle
1080,Ford,Explorer,2018,Blue,35000,20000,Phoenix,Low
1081,Chevrolet,Traverse,2020,Black,60000,25000,Houston,High
1082,Hyundai,Santa Fe,2019,Red,55000,24000,Seattle,Middle
1083,Toyota,4Runner,2017,Silver,50000,23000,Los Angeles,Middle
1084,Honda,Odyssey,2016,White,35000,28000,New York,Low
1085,Ford,Edge,2020,Blue,40000,25000,Chicago,Middle
1086,Chevrolet,Tahoe,2020,Black,70000,27000,Miami,High
1087,Hyundai,Palisade,2018,Silver,55000,22000,San Francisco,Middle
1088,Toyota,Sienna,2017,Red,50000,21000,Dallas,Middle
1089,Honda,Fit,2019,Gray,45000,26000,Atlanta,Middle
1090,Ford,Fusion,2015,White,30000,29000,Phoenix,Low
1091,Chevrolet,Malibu,2015,Blue,35000,27000,Houston,Low
1092,Hyundai,Venue,2018,Silver,55000,12000,Seattle,Middle
1093,Toyota,Yaris,2017,Black,50000,15000,Los Angeles,Middle
1094,Toyota,Camry,2020,White,40000,17000,Los Angeles,Middle
1095,Honda,Civic,2015,Blue,60000,14000,New York,High
1096,Toyota,Camry,2018,White,55000,12000,Los Angeles,Middle
1097,Honda,Civic,2020,Blue,50000,15000,New York,Middle
1098,Ford,Focus,2019,Silver,40000,17000,Chicago,Middle
1099,Chevrolet,Cruze,2017,Red,35000,14000,Miami,Low
1100,Hyundai,Elantra,2018,Black,70000,12000,San Francisco,High
1101,Toyota,Corolla,2017,Gray,55000,15000,Dallas,Middle
1102,Honda,Accord,2015,White,50000,17000,Atlanta,Middle
1103,Ford,Mustang,2019,Yellow,40000,14000,Phoenix,Middle
1104,Chevrolet,Impala,2016,Black,45000,16000,Houston,Middle
1105,Hyundai,Sonata,2019,Blue,35000,18000,Seattle,Low
1106,Toyota,Rav19,2018,Gray,60000,19000,Los Angeles,High
1107,Honda,CR-V,2017,Red,50000,18000,New York,Middle
1108,Ford,Escape,2020,White,40000,22000,Chicago,Middle
1109,Chevrolet,Equinox,2019,Black,35000,25000,Miami,Low
1110,Hyundai,Kona,2016,Blue,70000,18000,San Francisco,High
1111,Toyota,Highlander,2015,Silver,55000,19000,Dallas,Middle
1112,Honda,Pilot,2015,Gray,50000,17000,Atlanta,Middle
1113,Ford,Explorer,2018,White,45000,16000,Phoenix,Middle
1114,Chevrolet,Traverse,2016,Black,40000,18000,Houston,Middle
1115,Hyundai,Santa Fe,2018,Red,35000,20000,Seattle,Low
1116,Toyota,4Runner,2016,Silver,55000,19000,Los Angeles,Middle
1117,Honda,Odyssey,2015,White,50000,23000,New York,Middle
1118,Ford,Edge,2017,Blue,40000,21000,Chicago,Middle
1119,Chevrolet,Tahoe,2019,Black,35000,24000,Miami,Low
1120,Hyundai,Palisade,2018,Silver,70000,20000,San Francisco,High
1121,Toyota,Sienna,2018,Red,55000,22000,Dallas,Middle
1122,Honda,Fit,2019,Gray,50000,24000,Atlanta,Middle
1123,Ford,Fusion,2016,White,45000,23000,Phoenix,Middle
1124,Chevrolet,Malibu,2015,Blue,40000,27000,Houston,Middle
1125,Hyundai,Venue,2018,Silver,35000,25000,Seattle,Low
1126,Toyota,Yaris,2017,Black,70000,28000,Los Angeles,High
1127,Honda,HR-V,2015,White,55000,22000,New York,Middle
1128,Ford,EcoSport,2017,Red,50000,21000,Chicago,Middle
1129,Chevrolet,Spark,2017,Blue,45000,26000,Miami,Middle
1130,Hyundai,Accent,2016,Silver,30000,29000,San Francisco,Low
1131,Toyota,Prius,2017,Gray,35000,27000,Dallas,Low
1132,Honda,Civic,2019,White,55000,12000,Atlanta,Middle
1133,Ford,Fiesta,2019,Blue,50000,15000,Phoenix,Middle
1134,Chevrolet,Cruze,2016,Black,40000,17000,Houston,Middle
1135,Hyundai,Elantra,2020,Red,60000,14000,Seattle,High
1136,Toyota,Camry,2018,Silver,55000,12000,Los Angeles,Middle
1137,Honda,Accord,2017,White,45000,18000,New York,Middle
1138,Ford,Mustang,2016,Blue,35000,16000,Chicago,Low
1139,Chevrolet,Camaro,2019,Red,55000,14000,Miami,Middle
1140,Hyundai,Genesis,2018,Black,60000,12000,San Francisco,High
1141,Toyota,Avalon,2017,Silver,40000,15000,Dallas,Middle
1142,Honda,Civic,2016,Gray,25000,19000,Atlanta,Low
1143,Ford,Fusion,2017,White,30000,18000,Phoenix,Low
1144,Chevrolet,Impala,2019,Blue,65000,22000,Houston,High
1145,Hyundai,Sonata,2018,Red,55000,16000,Seattle,Middle
1146,Toyota,Corolla,2020,Silver,50000,14000,Los Angeles,Middle
1147,Honda,CR-V,2020,White,55000,19000,New York,Middle
1148,Ford,Escape,2018,Blue,30000,23000,Chicago,Low
1149,Chevrolet,Equinox,2015,Black,40000,21000,Miami,Middle
1150,Hyundai,Tucson,2019,Red,45000,18000,San Francisco,Middle
1151,Toyota,Rav19,2019,Gray,35000,20000,Dallas,Low
1152,Honda,Pilot,2018,White,60000,25000,Atlanta,High
1153,Ford,Explorer,2015,Blue,55000,24000,Phoenix,Middle
1154,Chevrolet,Traverse,2020,Black,50000,23000,Houston,Middle
1155,Hyundai,Santa Fe,2018,Red,35000,28000,Seattle,Low
1156,Toyota,4Runner,2017,Silver,40000,25000,Los Angeles,Middle
1157,Honda,Odyssey,2015,White,70000,27000,New York,High
1158,Ford,Edge,2020,Blue,55000,22000,Chicago,Middle
1159,Chevrolet,Tahoe,2019,Black,50000,21000,Miami,Middle
1160,Hyundai,Palisade,2017,Silver,45000,26000,San Francisco,Middle
1161,Toyota,Sienna,2019,Red,30000,29000,Dallas,Low
1162,Honda,Fit,2015,Gray,35000,27000,Atlanta,Low
1163,Ford,Fusion,2016,White,55000,12000,Phoenix,Middle
1164,Chevrolet,Malibu,2016,Blue,50000,15000,Houston,Middle
1165,Hyundai,Venue,2017,Silver,40000,17000,Seattle,Middle
1166,Toyota,Yaris,2016,Black,60000,14000,Los Angeles,High
1167,Toyota,Camry,2016,White,55000,12000,Los Angeles,Middle
1168,Honda,Civic,2020,Blue,50000,15000,New York,Middle
1169,Toyota,Camry,2019,White,40000,17000,Los Angeles,Middle
1170,Honda,Civic,2016,Blue,35000,14000,New York,Low
1171,Ford,Focus,2017,Silver,70000,12000,Chicago,High
1172,Chevrolet,Cruze,2020,Red,55000,15000,Miami,Middle
1173,Hyundai,Elantra,2016,Black,50000,17000,San Francisco,Middle
1174,Toyota,Corolla,2019,Gray,40000,14000,Dallas,Middle
1175,Honda,Accord,2015,White,45000,16000,Atlanta,Middle
1176,Ford,Mustang,2018,Yellow,35000,18000,Phoenix,Low
1177,Chevrolet,Impala,2015,Black,60000,19000,Houston,High
1178,Hyundai,Sonata,2018,Blue,50000,18000,Seattle,Middle
1179,Toyota,Rav20,2020,Gray,40000,22000,Los Angeles,Middle
1180,Honda,CR-V,2016,Red,35000,25000,New York,Low
1181,Ford,Escape,2015,White,70000,18000,Chicago,High
1182,Chevrolet,Equinox,2020,Black,55000,19000,Miami,Middle
1183,Hyundai,Kona,2016,Blue,50000,17000,San Francisco,Middle
1184,Toyota,Highlander,2017,Silver,45000,16000,Dallas,Middle
1185,Honda,Pilot,2019,Gray,40000,18000,Atlanta,Middle
1186,Ford,Explorer,2017,White,35000,20000,Phoenix,Low
1187,Chevrolet,Traverse,2019,Black,55000,19000,Houston,Middle
1188,Hyundai,Santa Fe,2019,Red,50000,23000,Seattle,Middle
1189,Toyota,4Runner,2020,Silver,40000,21000,Los Angeles,Middle
1190,Honda,Odyssey,2015,White,35000,24000,New York,Low
1191,Ford,Edge,2018,Blue,70000,20000,Chicago,High
1192,Chevrolet,Tahoe,2017,Black,55000,22000,Miami,Middle
1193,Hyundai,Palisade,2016,Silver,50000,24000,San Francisco,Middle
1194,Toyota,Sienna,2020,Red,45000,23000,Dallas,Middle
1195,Honda,Fit,2019,Gray,40000,27000,Atlanta,Middle
1196,Ford,Fusion,2015,White,35000,25000,Phoenix,Low
1197,Chevrolet,Malibu,2017,Blue,70000,28000,Houston,High
1198,Hyundai,Venue,2018,Silver,55000,22000,Seattle,Middle
1199,Toyota,Yaris,2016,Black,50000,21000,Los Angeles,Middle
1200,Honda,HR-V,2019,White,45000,26000,New York,Middle
1201,Ford,EcoSport,2020,Red,30000,29000,Chicago,Low
1202,Chevrolet,Spark,2017,Blue,35000,27000,Miami,Low
1203,Hyundai,Accent,2017,Silver,55000,12000,San Francisco,Middle
1204,Toyota,Prius,2020,Gray,50000,15000,Dallas,Middle
1205,Honda,Civic,2018,White,40000,17000,Atlanta,Middle
1206,Ford,Fiesta,2015,Blue,60000,14000,Phoenix,High
1207,Chevrolet,Cruze,2020,Black,55000,12000,Houston,Middle
1208,Hyundai,Elantra,2017,Red,45000,18000,Seattle,Middle
1209,Toyota,Camry,2016,Silver,35000,16000,Los Angeles,Low
1210,Honda,Accord,2016,White,55000,14000,New York,Middle
1211,Ford,Mustang,2020,Blue,60000,12000,Chicago,High
1212,Chevrolet,Camaro,2020,Red,40000,15000,Miami,Middle
1213,Hyundai,Genesis,2020,Black,25000,19000,San Francisco,Low
1214,Toyota,Avalon,2016,Silver,30000,18000,Dallas,Low
1215,Honda,Civic,2016,Gray,65000,22000,Atlanta,High
1216,Ford,Fusion,2018,White,55000,16000,Phoenix,Middle
1217,Chevrolet,Impala,2018,Blue,50000,14000,Houston,Middle
1218,Hyundai,Sonata,2017,Red,55000,19000,Seattle,Middle
1219,Toyota,Corolla,2018,Silver,30000,23000,Los Angeles,Low
1220,Honda,CR-V,2018,White,40000,21000,New York,Middle
1221,Ford,Escape,2017,Blue,45000,18000,Chicago,Middle
1222,Chevrolet,Equinox,2018,Black,35000,20000,Miami,Low
1223,Hyundai,Tucson,2017,Red,60000,25000,San Francisco,High
1224,Toyota,Rav20,2015,Gray,55000,24000,Dallas,Middle
1225,Honda,Pilot,2018,White,50000,23000,Atlanta,Middle
1226,Ford,Explorer,2015,Blue,35000,28000,Phoenix,Low
1227,Chevrolet,Traverse,2020,Black,40000,25000,Houston,Middle
1228,Hyundai,Santa Fe,2020,Red,70000,27000,Seattle,High
1229,Toyota,4Runner,2017,Silver,55000,22000,Los Angeles,Middle
1230,Honda,Odyssey,2017,White,50000,21000,New York,Middle
1231,Ford,Edge,2018,Blue,45000,26000,Chicago,Middle
1232,Chevrolet,Tahoe,2019,Black,30000,29000,Miami,Low
1233,Hyundai,Palisade,2019,Silver,35000,27000,San Francisco,Low
1234,Toyota,Sienna,2016,Red,55000,12000,Dallas,Middle
1235,Honda,Fit,2015,Gray,50000,15000,Atlanta,Middle
1236,Ford,Fusion,2020,White,40000,17000,Phoenix,Middle
1237,Chevrolet,Malibu,2015,Blue,60000,14000,Houston,High
1238,Hyundai,Venue,2017,Silver,55000,12000,Seattle,Middle
1239,Toyota,Yaris,2018,Black,50000,15000,Los Angeles,Middle
1240,Toyota,Camry,2017,White,40000,17000,Los Angeles,Middle
1241,Honda,Civic,2020,Blue,35000,14000,New York,Low
1242,Toyota,Camry,2020,White,70000,12000,Los Angeles,High
1243,Honda,Civic,2018,Blue,55000,15000,New York,Middle
1244,Ford,Focus,2018,Silver,50000,17000,Chicago,Middle
1245,Chevrolet,Cruze,2020,Red,40000,14000,Miami,Middle
1246,Hyundai,Elantra,2020,Black,45000,16000,San Francisco,Middle
1247,Toyota,Corolla,2015,Gray,35000,18000,Dallas,Low
1248,Honda,Accord,2017,White,60000,19000,Atlanta,High
1249,Ford,Mustang,2015,Yellow,50000,18000,Phoenix,Middle
1250,Chevrolet,Impala,2018,Black,40000,22000,Houston,Middle
1251,Hyundai,Sonata,2017,Blue,35000,25000,Seattle,Low
1252,Toyota,Rav21,2019,Gray,70000,18000,Los Angeles,High
1253,Honda,CR-V,2018,Red,55000,19000,New York,Middle
1254,Ford,Escape,2016,White,50000,17000,Chicago,Middle
1255,Chevrolet,Equinox,2015,Black,45000,16000,Miami,Middle
1256,Hyundai,Kona,2017,Blue,40000,18000,San Francisco,Middle
1257,Toyota,Highlander,2017,Silver,35000,20000,Dallas,Low
1258,Honda,Pilot,2017,Gray,55000,19000,Atlanta,Middle
1259,Ford,Explorer,2016,White,50000,23000,Phoenix,Middle
1260,Chevrolet,Traverse,2015,Black,40000,21000,Houston,Middle
1261,Hyundai,Santa Fe,2018,Red,35000,24000,Seattle,Low
1262,Toyota,4Runner,2016,Silver,70000,20000,Los Angeles,High
1263,Honda,Odyssey,2020,White,55000,22000,New York,Middle
